ID_CEN,ID_CCS
c6789630754156394486,c6423770673344966014
c3512513784668650169,c6423770673344966014
c4396289410433313122,c6423770673344966014
c2408782730328071089,c6423770673344966014
c5428600154888094736,c6423770673344966014
c5877806701292176760,c6423770673344966014
c1532318746134406992,c6423770673344966014
c3576346321480870546,c6423770673344966014
c4478919210023685266,c6423770673344966014
c2797787459154749309,c6423770673344966014
c3848228408605537534,c6423770673344966014
c2413471701639478346,c6423770673344966014
c3656302793106933544,c6423770673344966014
c2057963594591508297,c6423770673344966014
c7706184080477641383,c6423770673344966014
c5613813206413417828,c6423770673344966014
c9003071050633487696,c6423770673344966014
c1303748998670616280,c6423770673344966014
c4873817760727545251,c6423770673344966014
c5869811140172239284,c2011403870673835329
c1701443631812934363,c2011403870673835329
c6580101954714829848,c2011403870673835329
c7970605616811878168,c2011403870673835329
c7146233757909511714,c2011403870673835329
c2257018872510690033,c2011403870673835329
c8744932789637479754,c2011403870673835329
c6656628870429302874,c2011403870673835329
c5426808553856694461,c2011403870673835329
c2746675539771346101,c2011403870673835329
c6645190818814242473,c2011403870673835329
c4909255384000988526,c2011403870673835329
c7674412690761919127,c2011403870673835329
c3256443410759134104,c2011403870673835329
c1464245010829495028,c2011403870673835329
c1357004247774080574,c2011403870673835329
c7244416988471032559,c2011403870673835329
c7266864758230318505,c3040879499179992744
c2282755282937534742,c3040879499179992744
c7609746322535565479,c3040879499179992744
c8920875970125162610,c3040879499179992744
c6849090117505045134,c3040879499179992744
c7825041739333051567,c3040879499179992744
c4662528637570445271,c3040879499179992744
c8241284783156727154,c3040879499179992744
c6503739578907833049,c3040879499179992744
c7071775328342237556,c3040879499179992744
c3054657997918715577,c3040879499179992744
c6875484580341135422,c3040879499179992744
c7145839645055865860,c3040879499179992744
c1500234877572620728,c3040879499179992744
c3493214924336892685,c3040879499179992744
c1747936414957399058,c3040879499179992744
c7861077768818549876,c3040879499179992744
c9171390664981340536,c3040879499179992744
c8128088701177876777,c3040879499179992744
c3143537112530871753,c3040879499179992744
c6098997100421988477,c3040879499179992744
c2541098116180077961,c3040879499179992744
c5445779085744038003,c3040879499179992744
c6846190654297137921,c2691390109375125363
c7111120252278240619,c2691390109375125363
c7225813494690930970,c2691390109375125363
c1284546330152237067,c2691390109375125363
c3856444062356967316,c2691390109375125363
c3429904202377427623,c2691390109375125363
c4851087939812900574,c2691390109375125363
c8083348287413871452,c2691390109375125363
c3342731975484547726,c2691390109375125363
c6997377574488122387,c2691390109375125363
c3024110978693981125,c2691390109375125363
c2634167444724088656,c2691390109375125363
c5023577926888709016,c2691390109375125363
c1925550939256101088,c2691390109375125363
c8059162611506332335,c2691390109375125363
c7813727827263484842,c2691390109375125363
c8393518877854348345,c2691390109375125363
c4118980252141118451,c2691390109375125363
c2820226713291814664,c2691390109375125363
c7295557459060503406,c8863969667833269812
c8917760081007306169,c8863969667833269812
c4326085647234297566,c8863969667833269812
c6796233388738065399,c8863969667833269812
c2556018494779344591,c8863969667833269812
c5814887246451245213,c8863969667833269812
c6722272297450463228,c8863969667833269812
c2430294258294708694,c8863969667833269812
c4341393002538614035,c8863969667833269812
c6426296912645507501,c8863969667833269812
c4200491296724969523,c8863969667833269812
c4775188935574517811,c8863969667833269812
c1888203093259991906,c8863969667833269812
c3165731848299157591,c8863969667833269812
c4257999231541103222,c8863969667833269812
c3434289197218842591,c8863969667833269812
c2839208238802492795,c8863969667833269812
c3812931686855891930,c8863969667833269812
c1472890694856841567,c8863969667833269812
c1728063288558221859,c8863969667833269812
c5689579038446456200,c8863969667833269812
c5665626560710619215,c8863969667833269812
c3525970644479278839,c8863969667833269812
c1428674888743044604,c3161804043688084997
c8973283667513744750,c3161804043688084997
c1343659264256547055,c3161804043688084997
c7829298868654773308,c3161804043688084997
c8260218754871184790,c3161804043688084997
c1038017721083683335,c3161804043688084997
c1416052424379633143,c3161804043688084997
c7731783459607520923,c3161804043688084997
c8233483511947539700,c3161804043688084997
c7741526034823908336,c3161804043688084997
c1794851260534927910,c3161804043688084997
c6973082070230561641,c3161804043688084997
c4934525106798371599,c3161804043688084997
c4659586699368205480,c3161804043688084997
c4332097404109476598,c3161804043688084997
c2848681498663492447,c3161804043688084997
c7113505420338797008,c3161804043688084997
c6036945383807434088,c3161804043688084997
c5693360596801554981,c3161804043688084997
c2433682567549995455,c3161804043688084997
c5002802826511264018,c3161804043688084997
c2730702511776408408,c7325126120078539743
c7845192308027947734,c7325126120078539743
c6981789549120572960,c7325126120078539743
c6882059379875395135,c7325126120078539743
c1693578055975830248,c7325126120078539743
c5840538212423021285,c7325126120078539743
c8587794076404138835,c7325126120078539743
c6890132596085013642,c7325126120078539743
c2406128382446630697,c7325126120078539743
c8390753628499743016,c7325126120078539743
c7877724465183225152,c7325126120078539743
c7347747183496590790,c7325126120078539743
c5938945966675351542,c7325126120078539743
c6646081764834862360,c7325126120078539743
c8312717077064370535,c7325126120078539743
c6652093760362678273,c7325126120078539743
c6138638107070316795,c7325126120078539743
c3653164333400990589,c7325126120078539743
c7144819191218788635,c7325126120078539743
c4128529301825414737,c7325126120078539743
c5810364730843947878,c7325126120078539743
c8745357927084133600,c7325126120078539743
c3418951154519484791,c7325126120078539743
c2677707291062617125,c7325126120078539743
c7522186860284158125,c3147961434500849263
c8888352674382971290,c3147961434500849263
c3137198895833053529,c3147961434500849263
c4202293322591074265,c3147961434500849263
c1880956460891391565,c3147961434500849263
c4782497253848451771,c3147961434500849263
c3324743760461163303,c3147961434500849263
c6255921125485978405,c3147961434500849263
c1135290694018996629,c3147961434500849263
c3455222298161596795,c3147961434500849263
c5523372378332249405,c3147961434500849263
c2763706597421588766,c3147961434500849263
c6719028558815069796,c3147961434500849263
c1751159136459161978,c3147961434500849263
c8244683461629945827,c3147961434500849263
c6496827653218524124,c6921576946480661074
c5027563213148268139,c6921576946480661074
c7009483533533948390,c6921576946480661074
c1259756074000664003,c6921576946480661074
c3315854116392842852,c6921576946480661074
c3495871486374258149,c6921576946480661074
c3071016341769112337,c6921576946480661074
c8836606262306337414,c6921576946480661074
c7895678812572130054,c6921576946480661074
c2747200524335843488,c6921576946480661074
c6513256091852295002,c6921576946480661074
c6629025139325065095,c6921576946480661074
c7963697559820851192,c6921576946480661074
c7591418252751565678,c6921576946480661074
c9053456432093275546,c6921576946480661074
c6763298041750018635,c6921576946480661074
c1090363011017451826,c6921576946480661074
c7454418899612637622,c6921576946480661074
c9065350981140124517,c6921576946480661074
c8185603246109320173,c6921576946480661074
c4438919804350976581,c6921576946480661074
c5801816673909987142,c6921576946480661074
c2845638770296455426,c6921576946480661074
c6457582542118991832,c6921576946480661074
c6275081842535811623,c6921576946480661074
c8566098903922583172,c6921576946480661074
c5811019630536124058,c4157055229145303312
c4447087722057145621,c4157055229145303312
c9105441676870807550,c4157055229145303312
c5003469336508971377,c4157055229145303312
c8688101861568642105,c4157055229145303312
c6023136067522611247,c4157055229145303312
c4001492087950847821,c4157055229145303312
c7137694462960945637,c4157055229145303312
c4304672105332069140,c4157055229145303312
c1632122743298757410,c4157055229145303312
c5835025131209258598,c4157055229145303312
c4512649297667395273,c4157055229145303312
c6384682280904951068,c4157055229145303312
c6172504477181140859,c4157055229145303312
c7346976884337749565,c4157055229145303312
c4991413413528733757,c4157055229145303312
c7556696037884320647,c4157055229145303312
c1169885292646964289,c4157055229145303312
c3627717703555183126,c4157055229145303312
c9058983866535685957,c4157055229145303312
c2610135703586915975,c1403162218526023644
c7121922495092705817,c1403162218526023644
c8793844290383190281,c1403162218526023644
c3634879251490203419,c1403162218526023644
c6393675547088433890,c1403162218526023644
c3227335507738395023,c1403162218526023644
c1894662421137667935,c1403162218526023644
c8755931440156028938,c1403162218526023644
c7173597142767394530,c1403162218526023644
c6642421094140348438,c1403162218526023644
c1606728571005206429,c1403162218526023644
c2313554270731176027,c1403162218526023644
c5530761092372967546,c1403162218526023644
c3652460659091575414,c1403162218526023644
c1418612951573203665,c1403162218526023644
c1449639033693747933,c1403162218526023644
c2097277663160990268,c1403162218526023644
c7660350081884474332,c1403162218526023644
c7569375792000605204,c1403162218526023644
c7020450805774996536,c1403162218526023644
c2544200383302486081,c1403162218526023644
c5206171821339348602,c1403162218526023644
c8280152996785884005,c8017175340044451435
c1222928520374587416,c8017175340044451435
c6360446538680559341,c8017175340044451435
c7684288385335043724,c8017175340044451435
c3300974070746628022,c8017175340044451435
c4375468634040091132,c8017175340044451435
c6345850112090633247,c8017175340044451435
c2432095913958743985,c8017175340044451435
c2454797266991150386,c8017175340044451435
c2562227191452724858,c8017175340044451435
c1801253852894505655,c8017175340044451435
c3202786330799544810,c8017175340044451435
c5444255737403038925,c8017175340044451435
c7230690057480353572,c8017175340044451435
c8102243945830491312,c1007477551454282033
c6945994143333442014,c1007477551454282033
c6811588878783865237,c1007477551454282033
c2454258874926772659,c1007477551454282033
c7046903023561452332,c1007477551454282033
c4040349279075870806,c1007477551454282033
c5123978912231562710,c1007477551454282033
c8807601367147718701,c1007477551454282033
c3505022240497588104,c1007477551454282033
c1333868093559870488,c1007477551454282033
c7429709451983069861,c1007477551454282033
c7654016495523756785,c1007477551454282033
c1680174137544436845,c1007477551454282033
c1818309330833566140,c1007477551454282033
c1764655807465377329,c1007477551454282033
c4857699996419159316,c1007477551454282033
c6940131070638097811,c1007477551454282033
c1313518083671797291,c1007477551454282033
c2095582507576465094,c1007477551454282033
c3217657474314729717,c1965716733230668057
c5928296658089816885,c1965716733230668057
c2681297495876433018,c1965716733230668057
c4901060484434344941,c1965716733230668057
c1762067073921134817,c1965716733230668057
c6976230428948120598,c1965716733230668057
c4594109212592017990,c1965716733230668057
c1685160961742661215,c1965716733230668057
c5895524128531986921,c1965716733230668057
c2713885783342193659,c1965716733230668057
c6233001976525697721,c1965716733230668057
c6808082517795119705,c1965716733230668057
c3246201172957796535,c1965716733230668057
c7501009444871569506,c1965716733230668057
c8704664075143634486,c1965716733230668057
c6033739577590533394,c1965716733230668057
c4492083842383572501,c1965716733230668057
c4056238600495836704,c1965716733230668057
c3598862952485403184,c1965716733230668057
c4601415793998781086,c1965716733230668057
c1867851437512293821,c1965716733230668057
c7311930364992758439,c1969856202241761162
c8741824521593588238,c1969856202241761162
c4221054885136346450,c1969856202241761162
c9077051235416738247,c1969856202241761162
c7213083862237313336,c1969856202241761162
c5744824353597927586,c1969856202241761162
c3710909254416214969,c1969856202241761162
c1374873814278246607,c1969856202241761162
c4316670630607689288,c1969856202241761162
c2865936444990469118,c1969856202241761162
c2756029968798157864,c1969856202241761162
c2004194465727592241,c1969856202241761162
c5587768978930160846,c1969856202241761162
c1026623771340240118,c1969856202241761162
c5357230268721632771,c1969856202241761162
c2092949524744929729,c6253891567400289786
c1933730018963436695,c6253891567400289786
c1484881997951942251,c6253891567400289786
c1829123846159966276,c6253891567400289786
c5576257365178835579,c6253891567400289786
c2693146644507676469,c6253891567400289786
c6415817010614479635,c6253891567400289786
c8010676534743431851,c6253891567400289786
c1610623577513737128,c6253891567400289786
c5113306020055303701,c6253891567400289786
c5013694621881321855,c6253891567400289786
c6482720028929151006,c6253891567400289786
c4086181692761623178,c6253891567400289786
c2050512503136256058,c6253891567400289786
c6730925721919692750,c6253891567400289786
c4568050959378898686,c6253891567400289786
c6558178381495366697,c6253891567400289786
c8951305645279835661,c6253891567400289786
c1361521802755906563,c6253891567400289786
c6151675398927560740,c4072371922952404606
c8252493262882298451,c4072371922952404606
c1979174141172761970,c4072371922952404606
c9103417578619637444,c4072371922952404606
c8907337677285525341,c4072371922952404606
c3017877821086145446,c4072371922952404606
c5971895952634702989,c4072371922952404606
c3749481282181044160,c4072371922952404606
c8934467015691989001,c4072371922952404606
c5603409934983143356,c4072371922952404606
c2234550741584462354,c4072371922952404606
c2114872688871076424,c4072371922952404606
c7347196913377776810,c4072371922952404606
c2941981190710963236,c4072371922952404606
c3809476565836875553,c4072371922952404606
c1966930678319716596,c4072371922952404606
c2134373225241860620,c4072371922952404606
c3082648784263939879,c2511699121411926219
c8391021278913239639,c2511699121411926219
c3734646593094563461,c2511699121411926219
c1956257623099888924,c2511699121411926219
c8601462317459739431,c2511699121411926219
c3077634161734986492,c2511699121411926219
c8389113371280716299,c2511699121411926219
c9139588211503918941,c2511699121411926219
c7294574881958896103,c2511699121411926219
c1467529624864960119,c2511699121411926219
c5232851447026378828,c2511699121411926219
c3380763476560273499,c2511699121411926219
c2429594839066983042,c2511699121411926219
c3693680423795985944,c2511699121411926219
c6261105804512521650,c2511699121411926219
c7074428253177317363,c2511699121411926219
c6422242460415089247,c2511699121411926219
c8844975119750557340,c2511699121411926219
c2346677961693381479,c2511699121411926219
c1390545495122927522,c2511699121411926219
c8229313374237405808,c2511699121411926219
c8657991504937765604,c2238238256263352623
c5958742947093457619,c2238238256263352623
c8964323283324081823,c2238238256263352623
c7578165321542736338,c2238238256263352623
c2778108593200000526,c2238238256263352623
c8236006535339246154,c2238238256263352623
c4257541706924055395,c2238238256263352623
c8514164920054494004,c2238238256263352623
c3259221685815480254,c2238238256263352623
c3581079504494291981,c2238238256263352623
c1379917920889736202,c2238238256263352623
c3549382976096016783,c2238238256263352623
c7500124793486941128,c2238238256263352623
c5277829501081204259,c2238238256263352623
c5864241430331295136,c2238238256263352623
c2809520860283999301,c2238238256263352623
c9495193353700593683,c2238238256263352623
c4015011269966767272,c2238238256263352623
c4651178441736755304,c2238238256263352623
c4801737057730211129,c2238238256263352623
c8042335253849062940,c2238238256263352623
c8851862756749980840,c2238238256263352623
c7445289479512011803,c2238238256263352623
c2431585800737162519,c2242704117263777987
c2124861458388144290,c2242704117263777987
c3567195713384139985,c2242704117263777987
c2486019664801590995,c2242704117263777987
c2726787291048103166,c2242704117263777987
c7004474802581441017,c2242704117263777987
c3181735083289991323,c2242704117263777987
c5487212020824836034,c2242704117263777987
c4773219191760817305,c2242704117263777987
c7356775401852685032,c2242704117263777987
c7700551606193387804,c2242704117263777987
c4522867740086887321,c2242704117263777987
c8851413253299606817,c2242704117263777987
c4035574585784044420,c2242704117263777987
c8141490224061488149,c2242704117263777987
c4868569104412611666,c2242704117263777987
c1253077122850978216,c2242704117263777987
c3146432580061067673,c2242704117263777987
c7312269961841374299,c2242704117263777987
c4394891753667488669,c2242704117263777987
c8908285948052033944,c2242704117263777987
c8875738879209199570,c2242704117263777987
c8841711968217878188,c2242704117263777987
c1364503531419846607,c4506841649469364841
c4248925403001603387,c4506841649469364841
c3630003582018840693,c4506841649469364841
c8664488503259643294,c4506841649469364841
c8969775253746121830,c4506841649469364841
c5786673745310768646,c4506841649469364841
c1459723186533843775,c4506841649469364841
c7281231763130885958,c4506841649469364841
c4962931271385490198,c4506841649469364841
c5615382546671681434,c4506841649469364841
c4085337966221011301,c4506841649469364841
c5770861861407563827,c4506841649469364841
c8776650940256586485,c4506841649469364841
c6992242751623561854,c4506841649469364841
c6280582762385848091,c4506841649469364841
c3810195082327563945,c4506841649469364841
c8440776782932418384,c4314604693343534363
c8362876616500539834,c4314604693343534363
c8402587814328940522,c4314604693343534363
c7889614909980704984,c4314604693343534363
c3168730703838687719,c4314604693343534363
c5249730259756090582,c4314604693343534363
c4809034684514585705,c4314604693343534363
c2873358282084321964,c4314604693343534363
c3541239809909739813,c4314604693343534363
c2738217626248307048,c4314604693343534363
c1579584365998590663,c4314604693343534363
c2793931188976178696,c4314604693343534363
c7408215345223512126,c4314604693343534363
c8811463642643723156,c4314604693343534363
c5331734892945784142,c4314604693343534363
c6803613561930731132,c4314604693343534363
c7434397495041469497,c4314604693343534363
c4140480576059723909,c4314604693343534363
c4124550925991627859,c7551227600385089018
c8706295724774076909,c7551227600385089018
c7089109564711006734,c7551227600385089018
c4524327522407114625,c7551227600385089018
c3167282008451900712,c7551227600385089018
c7878232744439482755,c7551227600385089018
c6575309517568031763,c7551227600385089018
c6001009433966453048,c7551227600385089018
c8752944419714790504,c7551227600385089018
c6598861575972958725,c7551227600385089018
c2294574508196483583,c7551227600385089018
c5926351318385451380,c7551227600385089018
c1338263836955305135,c7551227600385089018
c6882417586017851748,c7551227600385089018
c4473633171003425884,c7551227600385089018
c1999607910554363657,c7551227600385089018
c4890542509801507462,c7551227600385089018
c5158299314253377727,c7551227600385089018
c1185642899793503078,c7551227600385089018
c5429386908442803416,c7551227600385089018
c3599486052879715400,c7551227600385089018
c2544287021728765317,c7551227600385089018
c7751973490460982224,c7551227600385089018
c1660884022261753054,c7551227600385089018
c3254571494257917116,c7551227600385089018
c6801928069298447461,c6066948451086821744
c5554994297409713631,c6066948451086821744
c4697289615470411665,c6066948451086821744
c2473857143998473662,c6066948451086821744
c3704325932141162194,c6066948451086821744
c9156695258306272814,c6066948451086821744
c7669565406063380976,c6066948451086821744
c4350287574179938417,c6066948451086821744
c3336826609914710363,c6066948451086821744
c1446666966001801021,c6066948451086821744
c4768714740416978628,c6066948451086821744
c5367580592985115054,c6066948451086821744
c1600452651654394189,c6066948451086821744
c8133589072449334153,c6066948451086821744
c7574844586362046178,c6066948451086821744
c9167251125886414969,c6066948451086821744
c8607149806962691579,c6066948451086821744
c3696847967995341992,c6066948451086821744
c5689493008420152102,c6066948451086821744
c7363451280095467160,c6066948451086821744
c3012728052515450640,c6066948451086821744
c1204908595147546073,c6066948451086821744
c4490855558026835590,c6066948451086821744
c3294187614074300780,c7523152763343913500
c7137189973095757297,c7523152763343913500
c9066200703083325580,c7523152763343913500
c4890497044374827986,c7523152763343913500
c7585352110157033566,c7523152763343913500
c6217669016518562052,c7523152763343913500
c8843712677394178984,c7523152763343913500
c1571469625445917013,c7523152763343913500
c6822322585770050472,c7523152763343913500
c5765361439626643502,c7523152763343913500
c4133896726186680164,c7523152763343913500
c3849368548319009584,c7523152763343913500
c6938531019166402153,c7523152763343913500
c1872065587925833613,c7523152763343913500
c5212355550924420453,c7523152763343913500
c7496223457222856577,c7523152763343913500
c2399273215859323375,c7523152763343913500
c2525651686406039513,c8089586623229745922
c6484144242302255699,c8089586623229745922
c3740728910329674217,c8089586623229745922
c4912483501473766249,c8089586623229745922
c8204322071056214571,c8089586623229745922
c9514899817330555760,c8089586623229745922
c5318471666033415828,c8089586623229745922
c7835684663586299665,c8089586623229745922
c2534050567516990886,c8089586623229745922
c4583187290703235305,c8089586623229745922
c5088881953189757400,c8089586623229745922
c1404966097878422709,c8089586623229745922
c2626661286707657423,c8089586623229745922
c7403758292270755226,c8089586623229745922
c8094014952420837206,c8089586623229745922
c8223505805782073735,c8089586623229745922
c3492985990894494823,c8089586623229745922
c1647853599071755002,c8089586623229745922
c5827424830619533056,c8089586623229745922
c8061152644603098483,c8089586623229745922
c1017421081374257307,c8089586623229745922
c2473973439826701411,c8089586623229745922
c6399834928959378893,c8089586623229745922
c8336866687473173050,c8089586623229745922
c5310591236136462118,c8089586623229745922
c2871722524361977433,c8089586623229745922
c7947237395553602145,c8089586623229745922
c8958409888711670047,c1692733318236714477
c2639217516992455798,c1692733318236714477
c3653024717045594600,c1692733318236714477
c4807686023647356759,c1692733318236714477
c6779474930780334702,c1692733318236714477
c2203280530788093341,c1692733318236714477
c8355175906660271635,c1692733318236714477
c1715694544888743905,c1692733318236714477
c3328783957796563992,c1692733318236714477
c7850755583036071156,c1692733318236714477
c2591189937307794933,c1692733318236714477
c7219457654416428105,c1692733318236714477
c3011964083626639736,c1692733318236714477
c2744274387025291262,c1692733318236714477
c8228268513699855786,c1692733318236714477
c2433312343402168038,c1692733318236714477
c7163690538195428450,c2521558312951123865
c8212219146646890167,c2521558312951123865
c2808675943930446267,c2521558312951123865
c3403464144164548633,c2521558312951123865
c4764788940645287624,c2521558312951123865
c3799628689450509677,c2521558312951123865
c4260485434256175772,c2521558312951123865
c5011314171938063369,c2521558312951123865
c9136103983414248369,c2521558312951123865
c3311795304021876429,c2521558312951123865
c5871947852273347010,c2521558312951123865
c6498753764928752746,c2521558312951123865
c6157065844132234078,c2521558312951123865
c5767947650287179985,c2521558312951123865
c4829673312789618204,c2521558312951123865
c2930081601789561990,c2521558312951123865
c8837503541371595170,c2521558312951123865
c2349959121495920011,c2521558312951123865
c4437656201293524887,c2521558312951123865
c6583574513864140333,c2521558312951123865
c6161691386615795134,c3263063164272343973
c5080524892957716948,c3263063164272343973
c5958656581321054571,c3263063164272343973
c2287635511189977271,c3263063164272343973
c2115065035026021552,c3263063164272343973
c4839459581611076780,c3263063164272343973
c7544250148236726248,c3263063164272343973
c4666743818884821041,c3263063164272343973
c7909902904092702666,c3263063164272343973
c4094843539802701302,c3263063164272343973
c1308352050769497326,c3263063164272343973
c1895429856555983398,c3263063164272343973
c8812843395047224018,c3263063164272343973
c4926631909006223621,c3263063164272343973
c5058657245307254458,c3263063164272343973
c4068874992307235956,c3263063164272343973
c5530081126085442429,c3263063164272343973
c2794337150942167143,c3263063164272343973
c3366059438103338344,c3263063164272343973
c6477556649819317452,c3263063164272343973
