Resident_ID,Related_Resident_ID,Relationship
c7753416201255802960,c5740446523727123656,4
c3391307394716424680,c5740446523727123656,6
c7753416201255802960,c4313786786982077733,6
c3391307394716424680,c4313786786982077733,6
c5740446523727123656,c4313786786982077733,2
c4567993685088888895,c1191557801673221475,2
c4567993685088888895,c1246126273094952573,1
c1191557801673221475,c1246126273094952573,-9
c6392709097950867028,c3169458992236773050,4
c6392709097950867028,c1896840991892112149,1
c3169458992236773050,c1896840991892112149,12
c8382527270961667304,c5127974893024614156,4
c8382527270961667304,c6611312722906453093,8
c5127974893024614156,c6611312722906453093,3
c8382527270961667304,c3329221855845455002,3
c5127974893024614156,c3329221855845455002,1
c6611312722906453093,c3329221855845455002,2
c8382527270961667304,c3665989330786705237,6
c5127974893024614156,c3665989330786705237,9
c6611312722906453093,c3665989330786705237,1
c3329221855845455002,c3665989330786705237,-9
c8382527270961667304,c3362882028960031548,-7
c5127974893024614156,c3362882028960031548,10
c6611312722906453093,c3362882028960031548,12
c3329221855845455002,c3362882028960031548,9
c3665989330786705237,c3362882028960031548,5
c2066849408068751031,c2573333470919815893,7
c2066849408068751031,c4497212302211423810,6
c2573333470919815893,c4497212302211423810,3
c2066849408068751031,c9146252956098693159,4
c2573333470919815893,c9146252956098693159,7
c4497212302211423810,c9146252956098693159,5
c2389487623210490246,c7461689173198789599,1
c7070585675442765618,c4536573813690754589,7
c5659415814501873614,c8054848998106031643,12
c5659415814501873614,c6801271315633452669,-7
c8054848998106031643,c6801271315633452669,12
c5659415814501873614,c3261481775673018922,-9
c8054848998106031643,c3261481775673018922,12
c6801271315633452669,c3261481775673018922,-7
c5659415814501873614,c2372028044964246544,11
c8054848998106031643,c2372028044964246544,10
c6801271315633452669,c2372028044964246544,9
c3261481775673018922,c2372028044964246544,4
c3867850204793852780,c3347834560017649006,9
c3867850204793852780,c6635367267087378010,10
c3347834560017649006,c6635367267087378010,12
c1498561473110273718,c6775135582739730008,11
c4210616992730831545,c8252595197131192461,3
c4210616992730831545,c7128282215069063200,4
c8252595197131192461,c7128282215069063200,12
c4210616992730831545,c7983882037194265060,9
c8252595197131192461,c7983882037194265060,2
c7128282215069063200,c7983882037194265060,-9
c6401059712275263840,c5577744020482335126,5
c7005082426629015402,c8069098698798141037,-7
c7005082426629015402,c8995323549983500643,-9
c8069098698798141037,c8995323549983500643,10
c2081346902307286906,c8235953574168376367,3
c1517744300222877569,c7184482563462455379,11
c1517744300222877569,c8941581631176545588,8
c7184482563462455379,c8941581631176545588,2
c5665986307202911647,c7484122469086736110,9
c5665986307202911647,c6127784435339504990,10
c7484122469086736110,c6127784435339504990,4
c7684288385335043724,c6657530199478990744,2
c2473337768483471057,c1419670715053428432,4
c5421796463324911589,c6490819649459187150,11
c5421796463324911589,c5721428524264799553,8
c6490819649459187150,c5721428524264799553,1
c5421796463324911589,c5086194974672519155,12
c6490819649459187150,c5086194974672519155,12
c5721428524264799553,c5086194974672519155,-7
c5421796463324911589,c8663967385377900100,2
c6490819649459187150,c8663967385377900100,6
c5721428524264799553,c8663967385377900100,3
c5086194974672519155,c8663967385377900100,2
c5421796463324911589,c8561742354877477691,-7
c6490819649459187150,c8561742354877477691,-7
c5721428524264799553,c8561742354877477691,6
c5086194974672519155,c8561742354877477691,11
c8663967385377900100,c8561742354877477691,7
c2126118610264386373,c4932205832926452024,9
c2126118610264386373,c1069115025066210288,10
c4932205832926452024,c1069115025066210288,4
c2126118610264386373,c2903552830184219184,4
c4932205832926452024,c2903552830184219184,7
c1069115025066210288,c2903552830184219184,9
c2126118610264386373,c8662788332273101347,-7
c4932205832926452024,c8662788332273101347,6
c1069115025066210288,c8662788332273101347,6
c2903552830184219184,c8662788332273101347,8
c2126118610264386373,c8401135780568015063,2
c4932205832926452024,c8401135780568015063,5
c1069115025066210288,c8401135780568015063,8
c2903552830184219184,c8401135780568015063,2
c8662788332273101347,c8401135780568015063,4
c2126118610264386373,c7483252419944531798,1
c4932205832926452024,c7483252419944531798,3
c1069115025066210288,c7483252419944531798,1
c2903552830184219184,c7483252419944531798,7
c8662788332273101347,c7483252419944531798,10
c8401135780568015063,c7483252419944531798,-9
c5611065860697864020,c2227555390747724420,9
c5611065860697864020,c7154446380667478922,9
c2227555390747724420,c7154446380667478922,8
c5611065860697864020,c5569276021751151215,4
c2227555390747724420,c5569276021751151215,4
c7154446380667478922,c5569276021751151215,10
c6863728854331431536,c3533531444835137236,8
c6863728854331431536,c6870921781359020980,1
c3533531444835137236,c6870921781359020980,10
c4882970371673685670,c4065558947103957009,8
c4882970371673685670,c4785167784127906385,7
c4065558947103957009,c4785167784127906385,3
c6238032336240564512,c7260133698657529493,4
c2961830279212854258,c5666148392188303317,1
c2961830279212854258,c9800616073457543058,7
c5666148392188303317,c9800616073457543058,1
c7652326601167693850,c6708512262075149703,2
c2950074797176178148,c4577675555075904122,10
c2950074797176178148,c3460304450797113852,4
c4577675555075904122,c3460304450797113852,11
c8688101861568642105,c2118548890954435070,1
c8688101861568642105,c4257541706924055395,6
c2118548890954435070,c4257541706924055395,12
c8688101861568642105,c4992326301471914057,6
c2118548890954435070,c4992326301471914057,1
c4257541706924055395,c4992326301471914057,6
c8688101861568642105,c6621707674275286335,1
c2118548890954435070,c6621707674275286335,6
c4257541706924055395,c6621707674275286335,12
c4992326301471914057,c6621707674275286335,-7
c8688101861568642105,c5035741721554653931,8
c2118548890954435070,c5035741721554653931,12
c4257541706924055395,c5035741721554653931,12
c4992326301471914057,c5035741721554653931,2
c6621707674275286335,c5035741721554653931,7
c8233667296310918558,c7393570422252703987,6
c6927723663000883207,c1423065750235470874,5
c6927723663000883207,c2654503704444152009,11
c1423065750235470874,c2654503704444152009,5
c6927723663000883207,c7528590695512550106,5
c1423065750235470874,c7528590695512550106,5
c2654503704444152009,c7528590695512550106,1
c1815686643515879696,c4379611715304148907,2
c1815686643515879696,c4937226763896796644,3
c4379611715304148907,c4937226763896796644,3
c2379004185076288021,c4395147183199584743,12
c2379004185076288021,c6841631836586123134,6
c4395147183199584743,c6841631836586123134,4
c2379004185076288021,c4894503620415539445,1
c4395147183199584743,c4894503620415539445,1
c6841631836586123134,c4894503620415539445,9
c1299611485111585117,c5328714726807228708,9
c9130615646217220366,c5738297394578090774,12
c4826723899423150877,c4370060383617527986,11
c4826723899423150877,c3839661601189269204,3
c4370060383617527986,c3839661601189269204,-9
c4826723899423150877,c2657676198407098309,3
c4370060383617527986,c2657676198407098309,6
c3839661601189269204,c2657676198407098309,12
c4826723899423150877,c4697795896108321986,8
c4370060383617527986,c4697795896108321986,2
c3839661601189269204,c4697795896108321986,6
c2657676198407098309,c4697795896108321986,5
c8327912994327083292,c1308395138975839982,7
c8327912994327083292,c6001009433966453048,3
c1308395138975839982,c6001009433966453048,8
c8327912994327083292,c8664488503259643294,6
c1308395138975839982,c8664488503259643294,7
c6001009433966453048,c8664488503259643294,8
c8327912994327083292,c5441688484832664351,-9
c1308395138975839982,c5441688484832664351,1
c6001009433966453048,c5441688484832664351,5
c8664488503259643294,c5441688484832664351,8
c8327912994327083292,c4826279767563636434,12
c1308395138975839982,c4826279767563636434,1
c6001009433966453048,c4826279767563636434,12
c8664488503259643294,c4826279767563636434,2
c5441688484832664351,c4826279767563636434,2
c3595516234682706979,c6936458943259629363,8
c3595516234682706979,c1496459349149542444,2
c6936458943259629363,c1496459349149542444,11
c3595516234682706979,c6019272109835376864,7
c6936458943259629363,c6019272109835376864,2
c1496459349149542444,c6019272109835376864,2
c3595516234682706979,c4640349214568099411,2
c6936458943259629363,c4640349214568099411,10
c1496459349149542444,c4640349214568099411,-7
c6019272109835376864,c4640349214568099411,3
c8527916857235379457,c1406217274420393214,5
c8527916857235379457,c2150010272398154924,8
c1406217274420393214,c2150010272398154924,6
c3773173586601938303,c7561173081757107019,11
c3773173586601938303,c4410864802196846702,-9
c7561173081757107019,c4410864802196846702,9
c3773173586601938303,c9684734641047744952,4
c7561173081757107019,c9684734641047744952,5
c4410864802196846702,c9684734641047744952,-9
c2262040634584825096,c5833994759697272260,8
c2262040634584825096,c5850109301943515122,-9
c5833994759697272260,c5850109301943515122,4
c6839015864906517393,c6977554263289258707,3
c8605366818844246283,c5199366521154345171,-7
c8605366818844246283,c2183008470811837584,5
c5199366521154345171,c2183008470811837584,8
c8605366818844246283,c2828376853878717008,11
c5199366521154345171,c2828376853878717008,-7
c2183008470811837584,c2828376853878717008,3
c6738957471262042654,c8023239908147108262,4
c6738957471262042654,c8243924305698630295,-7
c8023239908147108262,c8243924305698630295,-9
c4568894249976536769,c3673222364152074613,11
c4568894249976536769,c3033557231026962461,9
c3673222364152074613,c3033557231026962461,-9
c4224887843532310384,c8546704013270462978,5
c4824258426475590447,c3435599704887928262,5
c8288210845826458667,c5505979135995832125,12
c6331177409971380564,c2750690731790316813,11
c6331177409971380564,c6266096412873455910,11
c2750690731790316813,c6266096412873455910,7
c6331177409971380564,c2670934144415131025,6
c2750690731790316813,c2670934144415131025,7
c6266096412873455910,c2670934144415131025,7
c8513459554145448808,c6245400060298353571,1
c8513459554145448808,c1811937670157008418,12
c6245400060298353571,c1811937670157008418,11
c8513459554145448808,c6584449539170987203,3
c6245400060298353571,c6584449539170987203,9
c1811937670157008418,c6584449539170987203,10
c3893638359155093516,c8541222346698813535,9
c5435701887787269158,c1048244441878281572,11
c5435701887787269158,c7343977478338281144,2
c1048244441878281572,c7343977478338281144,4
c5435701887787269158,c1229801636596209139,-9
c1048244441878281572,c1229801636596209139,6
c7343977478338281144,c1229801636596209139,10
c5937245981202394860,c8106877231327538420,5
c5937245981202394860,c3297327222575710480,12
c8106877231327538420,c3297327222575710480,6
c5937245981202394860,c5612803065913017611,-9
c8106877231327538420,c5612803065913017611,12
c3297327222575710480,c5612803065913017611,-7
c5937245981202394860,c8208849871186158340,6
c8106877231327538420,c8208849871186158340,9
c3297327222575710480,c8208849871186158340,10
c5612803065913017611,c8208849871186158340,-9
c5297450000601688897,c4249758204351977024,-7
c5297450000601688897,c7706788951821747275,6
c4249758204351977024,c7706788951821747275,10
c5297450000601688897,c6737886757830618202,2
c4249758204351977024,c6737886757830618202,11
c7706788951821747275,c6737886757830618202,7
c1549715910714616203,c5415960749646690166,2
c1549715910714616203,c8226996404740722257,4
c5415960749646690166,c8226996404740722257,3
c1549715910714616203,c6187666533377293236,-9
c5415960749646690166,c6187666533377293236,-7
c8226996404740722257,c6187666533377293236,5
c1549715910714616203,c8309635031713883718,11
c5415960749646690166,c8309635031713883718,3
c8226996404740722257,c8309635031713883718,8
c6187666533377293236,c8309635031713883718,2
c8834791968972025016,c9098963995675227625,1
c8834791968972025016,c8822484384834038156,7
c9098963995675227625,c8822484384834038156,2
c8742350620231803306,c4303046584172722893,11
c8795490662983838831,c5609948405496147194,12
c5247693679437927032,c8122088966208563918,7
c5247693679437927032,c6609999607582484341,6
c8122088966208563918,c6609999607582484341,5
c6956418485820129420,c2360729699137019869,1
c6996377671471601688,c6982113178868818170,12
c1290667985698934237,c8253965652617564126,9
c4732134370288903708,c5853401193278070384,-7
c4732134370288903708,c3331499809590436066,1
c5853401193278070384,c3331499809590436066,7
c4732134370288903708,c4148835250971611592,3
c5853401193278070384,c4148835250971611592,-9
c3331499809590436066,c4148835250971611592,7
c4732134370288903708,c1258013812222254531,5
c5853401193278070384,c1258013812222254531,10
c3331499809590436066,c1258013812222254531,12
c4148835250971611592,c1258013812222254531,-7
c8812843395047224018,c7912104121887497390,-7
c1617046041587871529,c2774145969343403984,4
c1856051195222423039,c1840463332454591428,9
c1856051195222423039,c8198845255301589023,8
c1840463332454591428,c8198845255301589023,10
c1856051195222423039,c9011587090794832051,10
c1840463332454591428,c9011587090794832051,9
c8198845255301589023,c9011587090794832051,9
c6916690314148735705,c5883668135122547377,1
c6916690314148735705,c7720404694703749442,-9
c5883668135122547377,c7720404694703749442,12
c6916690314148735705,c2517085473664237190,11
c5883668135122547377,c2517085473664237190,7
c7720404694703749442,c2517085473664237190,-9
c6916690314148735705,c3521401022100846570,3
c5883668135122547377,c3521401022100846570,6
c7720404694703749442,c3521401022100846570,3
c2517085473664237190,c3521401022100846570,1
c3151767620195950455,c6752164580713689032,8
c3151767620195950455,c7710328840346990870,8
c6752164580713689032,c7710328840346990870,2
c8146919466342496758,c6291514646027814524,-9
c8146919466342496758,c9883369694383623231,3
c6291514646027814524,c9883369694383623231,6
c5859996936013085079,c2744274387025291262,5
c6714159894290717274,c8239985861373426931,8
c4448109221836276301,c7460595965403953668,4
c4448109221836276301,c7940103456799115175,10
c7460595965403953668,c7940103456799115175,5
c4448109221836276301,c6904866961149261033,9
c7460595965403953668,c6904866961149261033,11
c7940103456799115175,c6904866961149261033,2
c4448109221836276301,c2777851124934268752,9
c7460595965403953668,c2777851124934268752,1
c7940103456799115175,c2777851124934268752,1
c6904866961149261033,c2777851124934268752,6
c4448109221836276301,c5378548708470532735,7
c7460595965403953668,c5378548708470532735,4
c7940103456799115175,c5378548708470532735,12
c6904866961149261033,c5378548708470532735,9
c2777851124934268752,c5378548708470532735,8
c7605579493529633790,c7254220056911568834,8
c1143741057851060094,c5043674977598050817,12
c1143741057851060094,c3054110204356304709,8
c5043674977598050817,c3054110204356304709,4
c1143741057851060094,c3786916106271142089,-7
c5043674977598050817,c3786916106271142089,11
c3054110204356304709,c3786916106271142089,1
c1143741057851060094,c6978870079017712078,6
c5043674977598050817,c6978870079017712078,-9
c3054110204356304709,c6978870079017712078,5
c3786916106271142089,c6978870079017712078,12
c1143741057851060094,c1123701257949372440,7
c5043674977598050817,c1123701257949372440,8
c3054110204356304709,c1123701257949372440,3
c3786916106271142089,c1123701257949372440,4
c6978870079017712078,c1123701257949372440,8
c2227598680480434453,c5212168779571272392,2
c2227598680480434453,c5149584040255127206,7
c5212168779571272392,c5149584040255127206,5
c2227598680480434453,c2286255728790614156,4
c5212168779571272392,c2286255728790614156,2
c5149584040255127206,c2286255728790614156,10
c2227598680480434453,c6534006132097832777,5
c5212168779571272392,c6534006132097832777,12
c5149584040255127206,c6534006132097832777,6
c2286255728790614156,c6534006132097832777,2
c5587768978930160846,c2946120857730219243,3
c5587768978930160846,c8200496740445914564,8
c2946120857730219243,c8200496740445914564,7
c5587768978930160846,c5327847399545200410,2
c2946120857730219243,c5327847399545200410,11
c8200496740445914564,c5327847399545200410,9
c4547863761104868922,c5290679588189666672,8
c4547863761104868922,c7826841093298498467,10
c5290679588189666672,c7826841093298498467,-7
c2321713169402341171,c7189020416174218752,7
c2445424822814621011,c3190030506400683277,-9
c6872351560970894812,c2981337734798132287,4
c6872351560970894812,c7109390017469898223,4
c2981337734798132287,c7109390017469898223,12
c8581641746122716891,c6973383640324044497,-7
c2315039206617624570,c5303823676852710527,7
c2315039206617624570,c1200629902556589272,-7
c5303823676852710527,c1200629902556589272,4
c3687197714259786319,c2502790475379597416,2
c3687197714259786319,c3836590836054243571,3
c2502790475379597416,c3836590836054243571,3
c3687197714259786319,c9653678436628158463,11
c2502790475379597416,c9653678436628158463,7
c3836590836054243571,c9653678436628158463,11
c2226228438220660251,c9801714268593523498,6
c4364573959285394113,c1458832839173482248,8
c4364573959285394113,c2657481444173687223,10
c1458832839173482248,c2657481444173687223,-7
c4364573959285394113,c4587425268059382097,1
c1458832839173482248,c4587425268059382097,9
c2657481444173687223,c4587425268059382097,6
c4455461653566473989,c7408190419642942433,9
c4526501085706093377,c3074222631175179414,11
c8860969743196776275,c7994112003848743856,9
c8860969743196776275,c6068984732174581558,3
c7994112003848743856,c6068984732174581558,1
c8860969743196776275,c3504147090990289009,7
c7994112003848743856,c3504147090990289009,2
c6068984732174581558,c3504147090990289009,12
c8860969743196776275,c7458295006159354101,7
c7994112003848743856,c7458295006159354101,11
c6068984732174581558,c7458295006159354101,6
c3504147090990289009,c7458295006159354101,9
c4244943347922517367,c7949078766993219850,4
c9112768819257372609,c8727962424313883798,11
c3487686414565921143,c1229405121255075129,3
c3487686414565921143,c2550484895878867133,-9
c1229405121255075129,c2550484895878867133,2
c3487686414565921143,c6976746341033091996,11
c1229405121255075129,c6976746341033091996,2
c2550484895878867133,c6976746341033091996,9
c3487686414565921143,c5794883697992125684,10
c1229405121255075129,c5794883697992125684,1
c2550484895878867133,c5794883697992125684,11
c6976746341033091996,c5794883697992125684,4
c9183768750642643960,c5900838819340086895,10
c9183768750642643960,c4784471531229390976,10
c5900838819340086895,c4784471531229390976,3
c9183768750642643960,c4419365925307383385,3
c5900838819340086895,c4419365925307383385,10
c4784471531229390976,c4419365925307383385,3
c9183768750642643960,c2105470047138367882,8
c5900838819340086895,c2105470047138367882,8
c4784471531229390976,c2105470047138367882,-7
c4419365925307383385,c2105470047138367882,9
c1609117163162140873,c5304311456217156686,4
c1609117163162140873,c6506449921178860835,5
c5304311456217156686,c6506449921178860835,9
c1609117163162140873,c7540866324290462559,10
c5304311456217156686,c7540866324290462559,3
c6506449921178860835,c7540866324290462559,8
c8286295361927619555,c1347248808058948189,8
c4170946425489681564,c4679815126531030532,4
c1191795773990381002,c4815710957013787564,2
c1724615320390048924,c8432997899311673595,9
c1724615320390048924,c8854045756835590016,7
c8432997899311673595,c8854045756835590016,2
c3152523262393722748,c5353740698566239354,12
c3152523262393722748,c9826237226822445487,8
c5353740698566239354,c9826237226822445487,10
c5064461253889115571,c4002996877321896389,12
c5064461253889115571,c4793278317621309514,10
c4002996877321896389,c4793278317621309514,7
c1759008843322343021,c4884173608002377529,4
c1759008843322343021,c4635099237697981879,-7
c4884173608002377529,c4635099237697981879,-7
c6542824127332494651,c4759332968779294105,1
c1311068255543760538,c7559152497107188492,2
c1311068255543760538,c8540887739972232757,4
c7559152497107188492,c8540887739972232757,-7
c1311068255543760538,c1677793149978618620,-9
c7559152497107188492,c1677793149978618620,-7
c8540887739972232757,c1677793149978618620,7
c4645407903503285298,c5301743236617987727,9
c5108205870653582345,c6464412028025982951,8
c5108205870653582345,c7552671085671958610,9
c6464412028025982951,c7552671085671958610,1
c5108205870653582345,c3376142167895960933,2
c6464412028025982951,c3376142167895960933,2
c7552671085671958610,c3376142167895960933,10
c6932072685311630702,c6542883585195425141,12
c5544615772103041000,c5880451363416878220,9
c5544615772103041000,c6295316192175599860,10
c5880451363416878220,c6295316192175599860,2
c4974180127326657318,c4091097498905454273,9
c4974180127326657318,c3432009432073540293,3
c4091097498905454273,c3432009432073540293,7
c4974180127326657318,c6482181543345264376,10
c4091097498905454273,c6482181543345264376,9
c3432009432073540293,c6482181543345264376,7
c3311956782993951367,c5279487760325445131,3
c3311956782993951367,c1917288202191493213,7
c5279487760325445131,c1917288202191493213,12
c3311956782993951367,c1207370813913546939,12
c5279487760325445131,c1207370813913546939,6
c1917288202191493213,c1207370813913546939,8
c3738625731997073587,c3244664851546779424,-7
c3837526183806571738,c7257050849816736890,7
c5772712329768864575,c5130847841225927005,11
c5772712329768864575,c3062242039784260840,4
c5130847841225927005,c3062242039784260840,11
c5256635227586766706,c4135128469114388891,1
c5256635227586766706,c8846492876926810391,-9
c4135128469114388891,c8846492876926810391,7
c5256635227586766706,c5785385587335001398,-7
c4135128469114388891,c5785385587335001398,3
c8846492876926810391,c5785385587335001398,8
c5256635227586766706,c6078823082665754963,11
c4135128469114388891,c6078823082665754963,6
c8846492876926810391,c6078823082665754963,9
c5785385587335001398,c6078823082665754963,3
c5256635227586766706,c8384226201863976604,-9
c4135128469114388891,c8384226201863976604,6
c8846492876926810391,c8384226201863976604,-7
c5785385587335001398,c8384226201863976604,2
c6078823082665754963,c8384226201863976604,7
c7094467990620799745,c2547476962044068762,-9
c4617634450540168852,c1549746680267880996,3
c4617634450540168852,c6875129406326141954,2
c1549746680267880996,c6875129406326141954,-7
c4617634450540168852,c1515266314491030802,3
c1549746680267880996,c1515266314491030802,-7
c6875129406326141954,c1515266314491030802,10
c4617634450540168852,c4880455297790912682,8
c1549746680267880996,c4880455297790912682,2
c6875129406326141954,c4880455297790912682,9
c1515266314491030802,c4880455297790912682,8
c4617634450540168852,c7001566892616776129,9
c1549746680267880996,c7001566892616776129,-7
c6875129406326141954,c7001566892616776129,7
c1515266314491030802,c7001566892616776129,-7
c4880455297790912682,c7001566892616776129,-9
c5889806488153474842,c2225810950250450517,3
c3549382976096016783,c7884559531859264775,8
c3549382976096016783,c8392727259620421362,7
c7884559531859264775,c8392727259620421362,-7
c3549382976096016783,c6023252680096767793,8
c7884559531859264775,c6023252680096767793,-9
c8392727259620421362,c6023252680096767793,2
c3549382976096016783,c8932375574623684393,12
c7884559531859264775,c8932375574623684393,12
c8392727259620421362,c8932375574623684393,4
c6023252680096767793,c8932375574623684393,-7
c3549382976096016783,c1657607232784263451,2
c7884559531859264775,c1657607232784263451,2
c8392727259620421362,c1657607232784263451,6
c6023252680096767793,c1657607232784263451,-7
c8932375574623684393,c1657607232784263451,4
c4632561365206879068,c3372002585120724891,3
c4632561365206879068,c5568866424442119769,5
c3372002585120724891,c5568866424442119769,3
c4632561365206879068,c7424526793403905184,2
c3372002585120724891,c7424526793403905184,1
c5568866424442119769,c7424526793403905184,1
c2962211449942949521,c1826283464391563147,5
c5779826295958288311,c1473490500978751054,-9
c5779826295958288311,c3471042174640563026,7
c1473490500978751054,c3471042174640563026,7
c5779826295958288311,c8867657812156850037,-9
c1473490500978751054,c8867657812156850037,9
c3471042174640563026,c8867657812156850037,1
c5779826295958288311,c8806968065555248277,2
c1473490500978751054,c8806968065555248277,8
c3471042174640563026,c8806968065555248277,5
c8867657812156850037,c8806968065555248277,3
c3316515961132780303,c2101045015887800848,12
c7792690925259739738,c7776579890202396347,3
c4630267022187289217,c1802558092249624792,-9
c4630267022187289217,c5928540458707824139,-7
c1802558092249624792,c5928540458707824139,8
c4630267022187289217,c7837481516693684535,-9
c1802558092249624792,c7837481516693684535,4
c5928540458707824139,c7837481516693684535,3
c4630267022187289217,c1728249453720159494,-9
c1802558092249624792,c1728249453720159494,-7
c5928540458707824139,c1728249453720159494,6
c7837481516693684535,c1728249453720159494,11
c5352323019827994939,c7509137090913731876,-9
c1877887063800412744,c8850066830135881534,2
c1877887063800412744,c4476500712948274574,6
c8850066830135881534,c4476500712948274574,1
c1877887063800412744,c6798456164641793585,7
c8850066830135881534,c6798456164641793585,-7
c4476500712948274574,c6798456164641793585,1
c1877887063800412744,c1081724767090930324,8
c8850066830135881534,c1081724767090930324,-9
c4476500712948274574,c1081724767090930324,2
c6798456164641793585,c1081724767090930324,10
c1877887063800412744,c9978145031407658960,2
c8850066830135881534,c9978145031407658960,10
c4476500712948274574,c9978145031407658960,7
c6798456164641793585,c9978145031407658960,3
c1081724767090930324,c9978145031407658960,4
c2674915721612716019,c5139977300301947967,4
c2674915721612716019,c7040841203686631436,9
c5139977300301947967,c7040841203686631436,3
c2674915721612716019,c5089703534286239207,-9
c5139977300301947967,c5089703534286239207,-9
c7040841203686631436,c5089703534286239207,3
c2674915721612716019,c6259496880492526715,9
c5139977300301947967,c6259496880492526715,12
c7040841203686631436,c6259496880492526715,8
c5089703534286239207,c6259496880492526715,-7
c6788339557744928865,c5193605618005600002,8
c6788339557744928865,c5226982006613022587,6
c5193605618005600002,c5226982006613022587,8
c6788339557744928865,c6398909280773108422,8
c5193605618005600002,c6398909280773108422,3
c5226982006613022587,c6398909280773108422,5
c5834976836969437389,c3145592455585033910,4
c8751780135369509590,c4295965416123501325,-9
c8751780135369509590,c7250625494877816356,8
c4295965416123501325,c7250625494877816356,12
c8751780135369509590,c2560405292977020209,6
c4295965416123501325,c2560405292977020209,9
c7250625494877816356,c2560405292977020209,10
c7091739474235958221,c1929100254771229974,1
c8714154357139552490,c2837989509805458131,12
c6028738001112680634,c1744243159654203144,10
c6028738001112680634,c8936233350489537002,4
c1744243159654203144,c8936233350489537002,9
c6028738001112680634,c3971336178920004852,5
c1744243159654203144,c3971336178920004852,3
c8936233350489537002,c3971336178920004852,9
c6833024029205852181,c7501009444871569506,-9
c6833024029205852181,c3761036027452927036,7
c7501009444871569506,c3761036027452927036,2
c6833024029205852181,c3146432580061067673,9
c7501009444871569506,c3146432580061067673,8
c3761036027452927036,c3146432580061067673,-7
c6833024029205852181,c7597317934253862206,1
c7501009444871569506,c7597317934253862206,3
c3761036027452927036,c7597317934253862206,9
c3146432580061067673,c7597317934253862206,3
c1056807125985713416,c1342635097372696539,8
c1559974247003677469,c2000392232704415808,10
c3332348446011815396,c8009933213574370501,8
c3332348446011815396,c8435243569351204722,2
c8009933213574370501,c8435243569351204722,-7
c3332348446011815396,c6940493785727314025,2
c8009933213574370501,c6940493785727314025,12
c8435243569351204722,c6940493785727314025,12
c7641248436858751796,c4749726336409259497,2
c7641248436858751796,c2416666010354605043,6
c4749726336409259497,c2416666010354605043,12
