Census_resident_ID,CCS_resident_ID,Score,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
3398167942825176995,8374379512229729610,0.145,,,,
2171727905513602017,8709520697420757665,0.24,,,,
2771962544832690586,3151094994316062437,0.424,,,,
4630461885901346331,6451343483541516225,0.45899999999999996,,,,
3363913550890800388,4490505080077135781,0.373,,,,
8589948696925028774,7720449717951534577,0.782,,,,
5304008777017574318,5708863762992383438,0.452,,,,
2292876880399688551,7544676541674713045,0.522,,,,
5848341330233591729,1777711106350705349,0.259,,,,
2082792225408422174,1408015667646811972,0.026000000000000002,,,,
7543473877817741572,4691816300475787473,0.09699999999999999,,,,
2173397422119036226,9976651416708345859,0.867,,,,
4800368369841086530,8247818080559252204,0.7140000000000001,,,,
3596449200332261722,5813754337117370740,0.042,,,,
4730841245666493785,1397579528749359866,0.7,,,,
2022232558411836092,9975567173596140564,0.7,,,,
5234100118818699123,1695604013197409094,0.7,,,,
1409296604979939244,6792348490638436816,0.6,,,,
2153512540888969932,3227940882366367705,0.6,,,,
8463097186091064144,2995542410100227191,0.6,,,,
1978256767817820495,8290811092778049227,0.6,,,,
6527279690886035448,1164218246401026408,0.179,,,,
5132718521137814980,4812589674677612395,0.755,,,,
4357129315641707846,6574314797123237971,0.423,,,,
9979105879394339803,2944642495689409302,0.355,,,,
6606755265328521858,1018600540169978536,0.07,,,,
5517639270254958839,2860722083267452668,0.578,,,,
5485834719420452951,4658313916191331196,0.51,,,,
8427676518936903497,1485791969377119032,0.441,,,,
7259730567090379194,8604938990154305588,0.748,,,,
1392648735031737183,8225999406067224087,0.795,,,,
7795465014481260010,9231631237293794652,0.341,,,,
5985793176793268269,3860568348077512040,0.573,,,,
5560260475030392904,8302745154047766206,0.484,,,,
1828653871908045583,7273964037205364362,0.5820000000000001,,,,
4561931732256733497,5921042364662766778,0.285,,,,
4914394280673701105,4720959525136536748,0.391,,,,
2568431870106299304,2172064731054273873,0.722,,,,
3707600406688864739,1522755825370643616,0.136,,,,
6353787510566052850,7224052673160665663,0.08900000000000001,,,,
5856648217362988029,2372605204585858483,0.742,,,,
8529693821349076938,5231884691760774145,0.24600000000000002,,,,
6382036734446258818,8420937925058111817,0.608,,,,
6302524457643562064,4840068336314029151,0.19,,,,
2424774913327447708,1192738669878401348,0.703,,,,
