Resident_ID,Cluster_num,Datasource,Unnamed: 3,Unnamed: 4
7814459714144285975,11427,CCS,,
5022476868037445620,11449,CCS,,
3365540362155675308,11448,CCS,,
4747242465294256799,11446,CCS,,
5116364659007505721,11445,CCS,,
4355168826403206430,11444,CCS,,
8110647970453681492,11443,CCS,,
3629488717794514870,11442,CCS,,
4824577616620785760,11441,CCS,,
9547797701967473272,11440,CCS,,
7467978238194982689,250,CCS,,
6405726966145290285,11439,CCS,,
4057214652678586082,11437,CCS,,
8114466014834554728,11435,CCS,,
2589036904927562523,11434,CCS,,
4668621949533314928,11433,CCS,,
3762571528133647948,11432,CCS,,
1825411278447070876,11431,CCS,,
9995640135419495115,11430,CCS,,
7238046365398715761,11429,CCS,,
4997340502192346923,11428,CCS,,
2157361986064123965,11438,CCS,,
4455500154480790179,99,CCS,,
3710252218827776796,249,CCS,,
8481465995219598301,247,CCS,,
5873267643732792568,222,CCS,,
2750530151859730380,221,CCS,,
7883709986471069243,220,CCS,,
3539197405847834795,219,CCS,,
1000087904291554000,218,CCS,,
2431659657377666532,217,CCS,,
6161171177879475420,216,CCS,,
8760579938066704587,214,CCS,,
4018909344175590774,211,CCS,,
1091867639208156844,210,CCS,,
9772504942853032881,208,CCS,,
2500343592308422434,207,CCS,,
3852793857688057958,206,CCS,,
2517904224363715186,205,CCS,,
4442150798335993760,203,CCS,,
5015917610387181715,203,CCS,,
6060700434215467891,202,CCS,,
2777598102789011710,201,CCS,,
3156267641584282715,200,CCS,,
9495338638186021318,223,CCS,,
7921032004038297446,224,CCS,,
8553837556123622398,225,CCS,,
4951779749500928196,226,CCS,,
6748391220013406882,246,CCS,,
2853783607760463327,245,CCS,,
6213380182440988184,243,CCS,,
3022762856307694482,243,CCS,,
8309233444043261927,242,CCS,,
3117461264554748421,241,CCS,,
7220489210932624779,240,CCS,,
6707001348997952331,239,CCS,,
6955670698003181294,238,CCS,,
4978320236653471659,248,CCS,,
1970182069489172064,237,CCS,,
8403866705363575172,235,CCS,,
1114632225530515300,234,CCS,,
7591054379498910456,233,CCS,,
9088027628419015825,232,CCS,,
2487854239184275151,231,CCS,,
2728294140139549035,230,CCS,,
5442125145512669210,229,CCS,,
8559919450173693572,228,CCS,,
4832873783173758634,227,CCS,,
7938508278977106198,236,CCS,,
3260435803146859642,98,CCS,,
5145707347140291776,140,CCS,,
9537592640225459702,36,CCS,,
3024805596847207070,32,CCS,,
8225796101381008926,77,CCS,,
1086973547589972023,19,CCS,,
1825276831639599727,57,CCS,,
5442464866147989989,78,CCS,,
2695489439937480914,33,CCS,,
5139952110351876418,18,CCS,,
2106677405795906435,79,CCS,,
8164450461283907600,56,CCS,,
7067100404947661152,80,CCS,,
7125593457309700489,17,CCS,,
7975345739730085113,55,CCS,,
3382279139987186738,81,CCS,,
6265961544944656307,34,CCS,,
3682174426290424169,35,CCS,,
6590157750768243575,54,CCS,,
5721229255415363700,28,CCS,,
5501495937202849392,83,CCS,,
9956628970374413313,16,CCS,,
6494402902069673715,84,CCS,,
3876994615567567765,53,CCS,,
9936384629835468907,37,CCS,,
4637862284587354979,85,CCS,,
6261413422639296256,76,CCS,,
4365834237478993697,15,CCS,,
4238181079105579382,20,CCS,,
3215500310478503397,75,CCS,,
2430478147848401512,27,CCS,,
9098064044652845540,67,CCS,,
7837712869926936215,29,CCS,,
4034047598805337443,68,CCS,,
7763028713116577425,63,CCS,,
3531487640659570367,69,CCS,,
7606928495837458957,26,CCS,,
2490795011933436296,70,CCS,,
4217299840064728791,70,CCS,,
3924506286053703082,62,CCS,,
5317735373978018478,71,CCS,,
5147180151257389773,71,CCS,,
6830070092142410900,30,CCS,,
6550390775507528658,25,CCS,,
8484472534647409370,72,CCS,,
4921308089024345886,61,CCS,,
4533461676670969221,24,CCS,,
4798949156269639620,73,CCS,,
3125928617612022939,44,CCS,,
3747568051630226276,60,CCS,,
9938363232074112759,23,CCS,,
2142188142325153450,74,CCS,,
3613259611746821932,31,CCS,,
6174888358143119446,58,CCS,,
6287382588789873621,38,CCS,,
4907610365846363340,65,CCS,,
7740691501081909859,40,CCS,,
3132632947274646899,6,CCS,,
8016994264884855696,90,CCS,,
8288556220636197701,3,CCS,,
2608785395696101349,10,CCS,,
8578015011475084769,45,CCS,,
5298729555351666850,91,CCS,,
6760971376192434108,4,CCS,,
7148834972949812896,49,CCS,,
2936049098269693878,96,CCS,,
4410441145536291612,42,CCS,,
7598296773409774325,92,CCS,,
5147069398190626987,52,CCS,,
6357871455182055982,41,CCS,,
1658647681267493026,95,CCS,,
8929129245187827777,5,CCS,,
9872988036106417099,48,CCS,,
6812368762752212581,93,CCS,,
3951060462691443483,7,CCS,,
4840734061351450727,8,CCS,,
2338321087087986162,11,CCS,,
5803320821877844650,94,CCS,,
3792547504013139397,87,CCS,,
4423474786387683306,51,CCS,,
5246485783790697483,43,CCS,,
4894340745384434609,39,CCS,,
9879673035719431650,50,CCS,,
4967804913027397379,13,CCS,,
5094823413478836589,1,CCS,,
1517332631893315750,97,CCS,,
6111803322437659956,51,CCS,,
8343337515953758957,2,CCS,,
3090073649224594667,12,CCS,,
5752292597362774604,86,CCS,,
1793181411583715576,89,CCS,,
4342969257591644232,88,CCS,,
8738527674361306430,14,CCS,,
9747743922730786470,211,Census,,
1953825581755770459,237,Census,,
2721259950030422213,28,Census,,
2528553678562075584,30,Census,,
1566396939304736875,29,Census,,
4045394644810493975,42,Census,,
3708389590379232913,208,Census,,
5018042918027686936,238,Census,,
6879398377484149679,209,Census,,
5621600174365439031,239,Census,,
1882447619567930659,240,Census,,
2750190999398249685,221,Census,,
8683427048864576505,234,Census,,
4344711028128680053,236,Census,,
8791861335877671513,38,Census,,
1562987644676698157,37,Census,,
7564388706447547887,220,Census,,
6992899070481081671,36,Census,,
7031970150253182013,35,Census,,
8503924090219945573,34,Census,,
5681363447197427106,219,Census,,
5218964768585442325,39,Census,,
6750975913260112579,33,Census,,
6921519995400644838,218,Census,,
3794057079310513813,212,Census,,
9354048542478514420,231,Census,,
4582721498377586120,232,Census,,
6968854021865299607,40,Census,,
1710614063906112755,32,Census,,
5895916375201689051,233,Census,,
2438925905675734419,216,Census,,
3539004127716909236,31,Census,,
1977559840533828036,235,Census,,
7672149002896485796,41,Census,,
7884752843034799474,236,Census,,
2206885925650145282,213,Census,,
7342062165896634945,217,Census,,
6481005001031836025,98,Census,,
4568078156444566678,23,Census,,
5777181745658393962,242,Census,,
6840277331339903536,11427,Census,,
6760087105914270316,11,Census,,
5850517120199941446,11425,Census,,
9735471203163018862,12,Census,,
7943007575655448125,11424,Census,,
9176595291198661383,13,Census,,
4144421121394505958,11428,Census,,
3441038233724131585,11423,Census,,
9768890575204938175,14,Census,,
8815767458939859454,11421,Census,,
4346759332596961732,11421,Census,,
3998984739496219864,269,Census,,
4287274452440499698,268,Census,,
4633412802361628401,15,Census,,
5478056872816518674,11422,Census,,
1207310800793632397,267,Census,,
6318382748076935394,10,Census,,
7797392555663871512,11430,Census,,
3638660828305197205,0,Census,,
8034520100073619928,1,Census,,
9848961716597870245,2,Census,,
4411514721590346631,3,Census,,
3056025994739004189,11440,Census,,
7441959271913556674,4,Census,,
5654484985114526651,11429,Census,,
1888066963815717583,5,Census,,
5871821597728082364,11434,Census,,
7612531741750635482,11433,Census,,
6616926023889110210,7,Census,,
6260193689552489595,11432,Census,,
6671264087745508682,11431,Census,,
5741537620195506933,8,Census,,
6523028512367457680,6,Census,,
6264653431858145041,241,Census,,
3965047263543789909,266,Census,,
1816971112813175701,264,Census,,
1703406468530749245,252,Census,,
5441231606196553650,251,Census,,
7618711744688955937,250,Census,,
1082499862583007196,249,Census,,
3508166894795982059,24,Census,,
9795720513888849357,248,Census,,
2187087387461180763,22,Census,,
6005617779433637379,247,Census,,
6182318102650233630,246,Census,,
6825199171186219282,245,Census,,
1585975854534634310,26,Census,,
6309643107862881582,244,Census,,
1473004578198299641,243,Census,,
6342802998467100942,27,Census,,
2677175080766774657,25,Census,,
6129879573183611797,265,Census,,
8696983822183604872,21,Census,,
2481417452972842733,20,Census,,
9501219660216077926,263,Census,,
1532355609343470058,16,Census,,
1065177843949392065,262,Census,,
3444951240733479603,262,Census,,
2717512324300924809,261,Census,,
1989707949239891437,17,Census,,
1992914822805377676,254,Census,,
2359028100913865160,260,Census,,
2148787554862624762,18,Census,,
7225906237822324902,258,Census,,
1808487507249518458,257,Census,,
2415491668982382496,19,Census,,
5132304640431700405,256,Census,,
7667978150568885698,255,Census,,
4931690808297325595,259,Census,,
8639680779666768160,207,Census,,
2055723749596993851,192,Census,,
5007830770687010920,206,Census,,
1157276542983873334,81,Census,,
4474752066586784489,132,Census,,
8128747045241427879,82,Census,,
4832266133958334345,131,Census,,
6222648999468620415,130,Census,,
3024845910747514851,129,Census,,
8578941462392381091,83,Census,,
1999841182212213736,127,Census,,
8200101909167991369,84,Census,,
3298440573613539846,126,Census,,
4607257900350949507,125,Census,,
5910000817662040309,85,Census,,
5140113109694282311,124,Census,,
2093348875142407264,85,Census,,
3025631432624586119,123,Census,,
1973079161185972012,133,Census,,
4187182915158365479,122,Census,,
2723303065773527517,134,Census,,
2073549230692003702,135,Census,,
6415422749582391474,74,Census,,
8721906403978627073,145,Census,,
9632727454412725659,144,Census,,
2351845242956458572,75,Census,,
5416840666373094377,143,Census,,
1836905859924212124,142,Census,,
1975427368315592102,76,Census,,
3181314882909964775,141,Census,,
3237026494961163710,140,Census,,
8299795655035044371,77,Census,,
2396450705427762624,139,Census,,
5989169144164569611,138,Census,,
8637793337977795973,78,Census,,
5964114495939672402,137,Census,,
3883322000889139033,136,Census,,
2162459266000579739,80,Census,,
8326479495471533358,146,Census,,
2028744769984830279,121,Census,,
5662327186943508106,120,Census,,
7619943315469747216,93,Census,,
3152969896071157047,106,Census,,
1471290295997832408,105,Census,,
8816425701728489498,94,Census,,
7803681482155637194,104,Census,,
2731717086290270012,103,Census,,
7200909774071212078,95,Census,,
8224115519254056010,102,Census,,
2789226748107804882,95,Census,,
5958327443796582847,101,Census,,
1478153492168755890,100,Census,,
4670084770274816835,100,Census,,
8382992964053012939,100,Census,,
9625755176241676013,96,Census,,
4769617090828915016,99,Census,,
3766228726817831029,107,Census,,
3388724330998806986,86,Census,,
4185752410342604557,108,Census,,
8162832035404490410,109,Census,,
7956618843287833126,87,Census,,
5645439835327705955,118,Census,,
9190133384442688616,117,Census,,
5208020500770264325,88,Census,,
8810954237264651571,116,Census,,
8940639546117086515,115,Census,,
4136051897572244207,89,Census,,
1218996847781802853,114,Census,,
1885331392922921784,114,Census,,
5624669053696626374,113,Census,,
9764305749593699709,90,Census,,
1559788016643649319,112,Census,,
4589282737335684703,111,Census,,
1803785766549739861,91,Census,,
8588386398185405833,110,Census,,
1308144295726907695,92,Census,,
7125335407520738702,43,Census,,
5443292389860477964,147,Census,,
3951451915254782557,149,Census,,
7197016185425246267,51,Census,,
7401110915015339260,190,Census,,
5228216607970764928,189,Census,,
1648874500510661048,52,Census,,
1591983478352309709,188,Census,,
4866030507565882048,187,Census,,
7111924629936137465,53,Census,,
2566789746965384044,186,Census,,
1556274713173635013,185,Census,,
3739397929344260605,54,Census,,
8471281818539627038,184,Census,,
8320379082679925992,183,Census,,
2821086925376969227,182,Census,,
9295191557199600577,56,Census,,
2733854620234218818,181,Census,,
5599676917351213384,191,Census,,
8102151155681495952,180,Census,,
4721284157353790367,97,Census,,
7717273928482990591,50,Census,,
5047116508864636756,44,Census,,
3779645158463613237,204,Census,,
2680108822121162453,203,Census,,
2165262900574853857,45,Census,,
8298391730440879448,202,Census,,
1739267225083320870,46,Census,,
2943823032456205397,201,Census,,
3947255481546492273,47,Census,,
8711979733986329564,200,Census,,
4011647884674107265,199,Census,,
9083237904233737298,48,Census,,
4575447547278155128,196,Census,,
1930138902535422597,195,Census,,
3473035445658093926,49,Census,,
4069574765341642095,194,Census,,
3964038332644450371,193,Census,,
4132731294544165346,148,Census,,
7719924891437840519,57,Census,,
6882841465309961671,178,Census,,
7886579964688309072,163,Census,,
9889605433506389111,162,Census,,
3840991413601938784,161,Census,,
7743375622836359434,69,Census,,
7665515638079687185,160,Census,,
5097945544001832528,160,Census,,
6295050727888217295,70,Census,,
6252632944244934456,154,Census,,
3836400065058589694,71,Census,,
2386526281825225943,153,Census,,
9950254802254491571,152,Census,,
7364754401967704769,72,Census,,
2913844620006501700,151,Census,,
1092152883686502858,150,Census,,
4917573804808872424,73,Census,,
5490243539861187982,164,Census,,
1813569239542396471,179,Census,,
9056740253980100175,66,Census,,
6948752171927164899,65,Census,,
4334912465858846859,58,Census,,
8368952081147816309,177,Census,,
5002882649333295521,59,Census,,
6961498272917524843,176,Census,,
7876751485455762579,175,Census,,
2420959503558370697,174,Census,,
5363234525742199975,61,Census,,
7451959468719832269,173,Census,,
6662410254612491867,172,Census,,
4827001025222419712,62,Census,,
1650135859264862438,171,Census,,
8519201712643385597,170,Census,,
8135709344478500095,63,Census,,
4303084551133853259,64,Census,,
4999590823225923242,166,Census,,
6065811756285840326,165,Census,,
9991510448866955550,11450,Census,,
