Resident_ID,Related_Resident_ID,Relationship
6991411324142984935,2554503489135333033,8
6991411324142984935,3514829972996707388,6
2554503489135333033,3514829972996707388,10
6991411324142984935,1032409979755337868,11
2554503489135333033,1032409979755337868,6
3514829972996707388,1032409979755337868,11
6991411324142984935,8584567192580022936,1
2554503489135333033,8584567192580022936,4
3514829972996707388,8584567192580022936,7
1032409979755337868,8584567192580022936,10
6991411324142984935,3292389677547206860,2
2554503489135333033,3292389677547206860,-7
3514829972996707388,3292389677547206860,2
1032409979755337868,3292389677547206860,11
8584567192580022936,3292389677547206860,8
2370017879960311146,4814543047889569731,3
2370017879960311146,8608500565346447563,9
4814543047889569731,8608500565346447563,8
2370017879960311146,6748590976799415907,11
4814543047889569731,6748590976799415907,6
8608500565346447563,6748590976799415907,8
2370017879960311146,5304008777017574318,8
4814543047889569731,5304008777017574318,12
8608500565346447563,5304008777017574318,9
6748590976799415907,5304008777017574318,12
4423541070551269002,9002201385773361856,3
4423541070551269002,2909962616532963570,12
9002201385773361856,2909962616532963570,6
4423541070551269002,9205722072873290930,4
9002201385773361856,9205722072873290930,-7
2909962616532963570,9205722072873290930,4
4423541070551269002,7053605841486836708,11
9002201385773361856,7053605841486836708,7
2909962616532963570,7053605841486836708,5
9205722072873290930,7053605841486836708,5
5443385323305463417,4564171251993130230,1
2895273967157619948,9078434564539179745,10
4934218553539963672,9105384108098425295,5
4934218553539963672,4830915661913357091,-9
9105384108098425295,4830915661913357091,12
7600122928926869880,1764714309429018940,11
7600122928926869880,4146404732474393848,9
1764714309429018940,4146404732474393848,-9
7600122928926869880,6174017607801199416,7
1764714309429018940,6174017607801199416,2
4146404732474393848,6174017607801199416,3
7600122928926869880,3184911988086549822,-9
1764714309429018940,3184911988086549822,4
4146404732474393848,3184911988086549822,-9
